# scripts/openapi-op-catalog.tsv — the ONE hand-written input of the published
# OpenAPI operation descriptions.
#
# Format: <METHOD>\t<spec path>\t<description>.
#
# A row belongs here ONLY for an operation whose description cannot come from the
# code: an operation of the stable document (core/api/openapi.go builds those by hand,
# there is no handler seam to read), or a module route whose handler does not document
# itself in a form that can be published. scripts/openapi-op-descriptions names both
# cases, one line per operation, when it fails.
#
# This file does NOT decide which operations exist. A row for an operation that is not
# published is red; an operation with no row and no publishable doc comment is red; and
# a row for a module route whose handler HAS since been documented is red too, so one
# description never has two sources.
#
# The right fix for a module route is usually not a row here: it is a doc comment on
# the handler, which then reaches this document for free and cannot drift from the code
# it sits next to.

DELETE	/v1/m/compliance/depth/fedramp/{id}	Deletes one stored FedRAMP key security indicator by id.
DELETE	/v1/m/compliance/depth/sector/{id}	Deletes one stored sector compliance pack by id.
DELETE	/v1/m/compliance/depth/us-law/{id}	Deletes one stored US state law pack by id.
DELETE	/v1/m/compliance/nis2/incidents/{id}	Deletes one classified NIS2 incident by id.
DELETE	/v1/m/deploy/definitions/{id}	Deletes one deployment definition by id, and refuses while a live deployment still uses it.
DELETE	/v1/m/finops/budgets/{id}	Deletes one budget by id; a policy of any other kind is refused.
DELETE	/v1/m/finops/cost-centers/{id}	Deletes one cost center by id together with the mappings attached to it.
DELETE	/v1/m/finops/cost-centers/{id}/mappings/{mid}	Deletes one cost-center mapping by its own id.
DELETE	/v1/m/governance/rbac/grants/{id}	Revokes one scoped RBAC grant by id.
DELETE	/v1/m/governance/rbac/permission-groups/{name}	Deletes one permission group by name; the caller must be a tenant admin.
DELETE	/v1/m/governance/rbac/roles/{name}	Deletes one custom role by name; the caller must be a tenant admin.
DELETE	/v1/m/knowledge/data-products/{id}	Deletes one data product by id.
DELETE	/v1/m/models/agent-artifacts/{id}	Deletes one registered agent artifact by id.
DELETE	/v1/m/models/datasets/{id}	Deletes one registered dataset by id.
DELETE	/v1/m/models/inference-deployments/{id}	Deletes one inference deployment by id.
DELETE	/v1/m/models/model-access/{id}	Deletes one model-access rule by id.
DELETE	/v1/m/models/model-versions/{id}	Deletes one model version by id, and refuses while a deployment still references it.
DELETE	/v1/m/models/owned-models/{id}	Deletes one owned model by id, and refuses while a deployment still references it.
DELETE	/v1/m/reporting/schedules/{id}	Deletes one report schedule by id.
DELETE	/v1/m/reporting/templates/{type}	Deletes the tenant custom template for one report type.
DELETE	/v1/m/sessions/runs/{ref}	Deletes one session run by reference.
DELETE	/v1/m/sessions/templates/{id}	Deletes one session template by id; a built-in template is refused.
DELETE	/v1/m/sessions/work-items/{id}/dependencies/{dep_id}	Removes one dependency edge from a work item as a validate, plan or apply command.
DELETE	/v1/m/sessions/workspaces/{ref}	Deletes one session workspace by reference.
DELETE	/v1/m/sessions/workspaces/{ref}/files	Deletes one file of a workspace, or a whole subtree when recursive=true.
GET	/v1/m/capabilities/toolpins	Lists the tenant approved tool pins, and answers 501 when no pin verifier is wired.
GET	/v1/m/catalog/connector-admission/policy	Returns the connector admission policy in force, or the unset defaults when none has been authored.
GET	/v1/m/catalog/mcp-admission/policy	Returns the MCP server admission policy in force, or the unset defaults when none has been authored.
GET	/v1/m/compliance/aims/pack	Lists the stored AI management system packs.
GET	/v1/m/compliance/aims/pack/{id}	Returns one AI management system pack with its full detail.
GET	/v1/m/compliance/aims/pack/{id}/export	Exports one AI management system pack together with a ledger integrity proof taken at export time.
GET	/v1/m/compliance/data-subjects/{id}/erasure-status	Returns the erasure status of one data subject, optionally narrowed by subject_kind.
GET	/v1/m/compliance/depth/ccm/drift	Lists the recorded Cloud Controls Matrix drift findings.
GET	/v1/m/compliance/depth/ccm/snapshots	Lists the stored Cloud Controls Matrix snapshots.
GET	/v1/m/compliance/depth/ccm/snapshots/{id}	Returns one Cloud Controls Matrix snapshot with its full detail.
GET	/v1/m/compliance/depth/fedramp	Lists the stored FedRAMP key security indicators.
GET	/v1/m/compliance/depth/fedramp/{id}	Returns one FedRAMP key security indicator with its full detail.
GET	/v1/m/compliance/depth/sector	Lists the stored sector compliance packs.
GET	/v1/m/compliance/depth/sector/{id}	Returns one sector compliance pack with its full detail.
GET	/v1/m/compliance/depth/us-law	Lists the stored US state law packs.
GET	/v1/m/compliance/depth/us-law/{id}	Returns one US state law pack with its full detail.
GET	/v1/m/compliance/dora/incidents	Lists the classified DORA incidents, optionally narrowed to the major ones.
GET	/v1/m/compliance/dora/incidents/{id}	Returns one classified DORA incident with its full detail.
GET	/v1/m/compliance/dora/register	Lists the maintained DORA registers of information.
GET	/v1/m/compliance/dora/register/{id}	Returns one DORA register of information with its full detail.
GET	/v1/m/compliance/dora/register/{id}/export	Exports one DORA register of information together with a ledger integrity proof taken at export time.
GET	/v1/m/compliance/erasure	Lists the erasure requests, optionally filtered by status.
GET	/v1/m/compliance/erasure/{id}	Returns one erasure request with its full detail.
GET	/v1/m/compliance/erasure/{id}/events	Lists the recorded lifecycle events of one erasure request.
GET	/v1/m/compliance/erasure/{id}/receipt	Returns the completion receipt of one erasure request, or 404 while none has been issued.
GET	/v1/m/compliance/evidence	Lists the stored evidence packages, optionally filtered by framework.
GET	/v1/m/compliance/frameworks	Lists the compliance frameworks the engine ships, each with its authority, version pin and control count.
GET	/v1/m/compliance/frameworks/{id}	Returns one compliance framework with its controls.
GET	/v1/m/compliance/frameworks/{id}/gaps	Returns the controls of one framework that the tenant evidence does not satisfy, as JSON or CSV.
GET	/v1/m/compliance/frameworks/{id}/status	Assesses one framework against the tenant live evidence and returns the per-control result, as JSON or CSV.
GET	/v1/m/compliance/hipaa/gap-report	Assesses the HIPAA technical safeguards against the tenant live evidence and returns the gaps.
GET	/v1/m/compliance/holds	Lists the legal holds, optionally filtered by status.
GET	/v1/m/compliance/holds/check	Answers whether a subject is under a legal hold, for a caller outside this process; subject_kind and subject_ref travel together.
GET	/v1/m/compliance/holds/{id}	Returns one legal hold with its full detail.
GET	/v1/m/compliance/holds/{id}/events	Lists the recorded lifecycle events of one legal hold.
GET	/v1/m/compliance/nis2/incidents	Lists the recorded NIS2 incidents.
GET	/v1/m/compliance/nis2/incidents/{id}	Returns one NIS2 incident with its full detail.
GET	/v1/m/compliance/nis2/incidents/{id}/export	Exports one NIS2 incident together with a ledger integrity proof taken at export time.
GET	/v1/m/compliance/oscal/profiles	Lists the registered OSCAL profiles, optionally filtered by framework.
GET	/v1/m/compliance/oscal/profiles/{id}	Returns one registered OSCAL profile with its full detail.
GET	/v1/m/compliance/residency	Lists the recorded data residency attestations.
GET	/v1/m/compliance/retention/policies	Lists the retention policies with the state of each.
GET	/v1/m/compliance/retention/runs	Lists the recorded retention runs, optionally filtered by data class.
GET	/v1/m/compliance/risk	Lists the recorded risk entries, optionally filtered by tier.
GET	/v1/m/eventing/dead-letters	Lists the deliveries that ended in the dead-letter queue, narrowed to the event types the caller is authorized for.
GET	/v1/m/eventing/egress-policy/compat	Reports the destinations that only a legacy exception still permits under the tenant egress policy.
GET	/v1/m/finops/alerts	Lists the budget alerts, optionally filtered by budget_id.
GET	/v1/m/finops/budgets	Lists the budgets defined for the tenant.
GET	/v1/m/finops/budgets/{id}	Returns one budget by id; a policy of any other kind reads as absent.
GET	/v1/m/finops/budgets/{id}/status	Returns the live consumption of one budget against its limit.
GET	/v1/m/finops/cost-centers	Lists the cost centers, optionally filtered by status.
GET	/v1/m/finops/cost-centers/{id}	Returns one cost center with its full detail.
GET	/v1/m/finops/cost-centers/{id}/mappings	Lists the mappings that attribute spend to one cost center.
GET	/v1/m/finops/forecast	Forecasts spend for a period (monthly by default), optionally over a window of days and broken down by a dimension.
GET	/v1/m/finops/recommendations	Returns the cost optimization recommendations derived from the tenant recorded spend.
GET	/v1/m/finops/spend	Returns spend aggregated by a dimension (model by default) over an optional RFC3339 since/until window.
GET	/v1/m/finops/spend/allocation	Returns spend allocated to its attribution dimensions over an optional RFC3339 since/until window.
GET	/v1/m/finops/spend/reconciliation	Reconciles metered spend against the ingested provider cost over an optional RFC3339 since/until window.
GET	/v1/m/finops/spend/summary	Summarizes spend over an optional RFC3339 since/until window.
GET	/v1/m/finops/spend/trend	Returns the per-day spend series over an optional RFC3339 since/until window.
GET	/v1/m/finops/spend/unified	Returns spend across every metered surface in one view, over an optional RFC3339 since/until window.
GET	/v1/m/finops/statements	Lists the chargeback statements, newest period first, optionally filtered by cost center, period and status.
GET	/v1/m/finops/statements/{id}	Returns one chargeback statement with its full detail.
GET	/v1/m/finops/statements/{id}/export	Exports one chargeback statement together with its line items.
GET	/v1/m/governance/guardian/rules	Lists the guardian rules defined for the tenant.
GET	/v1/m/governance/pdp/tests	Returns the authored decision tests for one policy engine (cedar or opa), at the current or a requested revision.
GET	/v1/m/governance/pdp/versions/{revision}	Returns one authored policy revision of the engine named by the engine query parameter.
GET	/v1/m/governance/rbac/catalog	Returns the vocabulary an authoring console needs: the scopeable kinds, the kinds that carry a scope tree, the grantable module permissions, the verbs, the built-in roles and the subject kinds.
GET	/v1/m/governance/rbac/delegation-authority	Returns the domains within which the calling principal may delegate authority; a superadmin is answered with no domain restriction.
GET	/v1/m/governance/rbac/grants	Lists the scoped RBAC grants of the tenant.
GET	/v1/m/governance/rbac/grants/{id}	Returns one scoped RBAC grant by id.
GET	/v1/m/governance/rbac/permission-groups	Lists the permission groups defined for the tenant.
GET	/v1/m/governance/rbac/permission-groups/{name}	Returns one permission group by name.
GET	/v1/m/governance/rbac/roles	Lists the custom roles defined for the tenant.
GET	/v1/m/governance/rbac/roles/{name}	Returns one custom role by name.
GET	/v1/m/knowledge/data-products	Lists the data products, optionally filtered by status, owner_ref and kb_ref.
GET	/v1/m/knowledge/data-products/{id}	Returns one data product with its full detail.
GET	/v1/m/knowledge/data-products/{id}/contracts	Lists the data contracts authored for one data product.
GET	/v1/m/knowledge/data-products/{id}/contracts/active	Returns the data contract currently active for one data product.
GET	/v1/m/knowledge/data-products/{id}/contracts/{ver}	Returns one numbered version of a data product contract.
GET	/v1/m/knowledge/data-products/{id}/events	Lists the recorded lifecycle events of one data product.
GET	/v1/m/knowledge/data-products/{id}/health	Evaluates and returns the current health of one data product.
GET	/v1/m/knowledge/kbs/{id}	Returns one knowledge base with its full detail.
GET	/v1/m/knowledge/memory/all	Lists every agent memory entry in the tenant scope, optionally narrowed by agent_ref, and flags any entry whose integrity check failed.
GET	/v1/m/knowledge/prompts	Lists the stored prompts.
GET	/v1/m/models/admission-policy	Returns the model admission policy in force, or the observe-mode defaults when none has been authored.
GET	/v1/m/models/agent-artifacts	Lists the registered agent artifacts, optionally filtered by artifact_class.
GET	/v1/m/models/aiboms	Lists the sealed AI bills of materials, optionally filtered by owned_ref.
GET	/v1/m/models/datasets	Lists the registered datasets, optionally filtered by owned_ref.
GET	/v1/m/models/finetune-jobs	Lists the fine-tune jobs, optionally filtered by status.
GET	/v1/m/models/finetune-jobs/{id}	Returns one fine-tune job with its full detail.
GET	/v1/m/models/inference-deployments	Lists the inference deployments, optionally filtered by runtime and status.
GET	/v1/m/models/model-access	Lists the model-access rules, optionally filtered by subject and target kind and reference.
GET	/v1/m/models/model-admissions	Lists the recorded model admission verdicts, optionally filtered by version_ref and by whether the signature verified.
GET	/v1/m/models/model-groups	Lists the model groups defined for the tenant.
GET	/v1/m/models/model-groups/{id}	Returns one model group with its full detail.
GET	/v1/m/models/model-versions	Lists the model versions, optionally filtered by owned_ref and status.
GET	/v1/m/models/owned-models	Lists the owned models, optionally filtered by kind and status.
